interaction_id,user_id,hotel_id,interaction_type,timestamp,session_id
INT_02737,USER_296,HOTEL_386,favourite,2025-06-19 18:37:20,SESSION_00027
INT_02738,USER_276,HOTEL_049,favourite,2025-08-09 03:16:51,SESSION_00014
INT_02739,USER_895,HOTEL_331,book,2025-06-30 17:06:01,SESSION_01464
INT_02740,USER_122,HOTEL_496,favourite,2025-07-12 02:16:39,SESSION_01389
INT_02741,USER_909,HOTEL_024,view,2025-08-28 16:55:05,SESSION_01640
INT_02742,USER_938,HOTEL_088,view,2025-07-12 08:23:21,SESSION_01540
INT_02743,USER_858,HOTEL_222,view,2025-07-01 10:07:40,SESSION_01504
INT_02744,USER_156,HOTEL_054,view,2025-07-22 11:26:56,SESSION_01118
INT_02745,USER_103,HOTEL_273,view,2025-08-22 10:10:46,SESSION_00464
INT_02746,USER_793,HOTEL_413,view,2025-07-12 06:19:27,SESSION_00270
INT_02747,USER_598,HOTEL_211,book,2025-07-05 13:05:29,SESSION_00542
INT_02748,USER_502,HOTEL_211,favourite,2025-06-18 04:45:15,SESSION_00251
INT_02749,USER_048,HOTEL_465,click,2025-09-01 22:04:00,SESSION_00276
INT_02750,USER_549,HOTEL_419,favourite,2025-08-09 11:45:38,SESSION_01335
INT_02751,USER_874,HOTEL_372,view,2025-08-20 21:34:01,SESSION_01293
INT_02752,USER_530,HOTEL_393,book,2025-06-06 17:15:35,SESSION_00869
INT_02753,USER_436,HOTEL_068,click,2025-08-22 01:40:20,SESSION_01104
INT_02754,USER_711,HOTEL_294,view,2025-08-19 21:54:56,SESSION_00427
INT_02755,USER_310,HOTEL_054,click,2025-07-30 08:00:59,SESSION_01399
INT_02756,USER_443,HOTEL_002,view,2025-06-15 02:54:44,SESSION_00355
INT_02757,USER_839,HOTEL_390,view,2025-07-06 10:34:12,SESSION_00999
INT_02758,USER_778,HOTEL_058,view,2025-06-10 11:54:18,SESSION_00653
INT_02759,USER_778,HOTEL_147,search,2025-07-14 06:31:35,SESSION_00570
INT_02760,USER_588,HOTEL_379,view,2025-08-12 04:01:43,SESSION_01442
INT_02761,USER_273,HOTEL_275,click,2025-07-16 00:27:31,SESSION_00366
INT_02762,USER_101,HOTEL_401,book,2025-07-30 21:00:30,SESSION_00467
INT_02763,USER_736,HOTEL_307,click,2025-07-24 09:29:42,SESSION_00434
INT_02764,USER_980,HOTEL_013,click,2025-07-20 10:12:28,SESSION_00992
INT_02765,USER_057,HOTEL_039,view,2025-06-29 06:42:13,SESSION_01002
INT_02766,USER_767,HOTEL_438,book,2025-08-22 19:22:08,SESSION_01598
INT_02767,USER_866,HOTEL_357,book,2025-09-02 17:50:29,SESSION_00160
INT_02768,USER_184,HOTEL_325,book,2025-08-17 13:30:47,SESSION_01243
INT_02769,USER_756,HOTEL_338,book,2025-08-13 11:06:27,SESSION_01021
INT_02770,USER_724,HOTEL_274,search,2025-08-25 20:03:17,SESSION_01397
INT_02771,USER_279,HOTEL_383,click,2025-06-20 00:03:49,SESSION_01173
INT_02772,USER_954,HOTEL_161,book,2025-06-17 09:41:17,SESSION_01003
INT_02773,USER_640,HOTEL_404,search,2025-08-02 00:28:00,SESSION_00760
INT_02774,USER_050,HOTEL_416,book,2025-06-22 22:21:24,SESSION_00747
INT_02775,USER_594,HOTEL_329,search,2025-06-07 09:11:03,SESSION_01621
INT_02776,USER_435,HOTEL_186,view,2025-06-17 18:25:04,SESSION_01616
INT_02777,USER_446,HOTEL_026,view,2025-08-09 08:07:52,SESSION_00074
INT_02778,USER_538,HOTEL_176,view,2025-08-15 08:54:20,SESSION_01414
INT_02779,USER_124,HOTEL_388,view,2025-06-05 09:23:56,SESSION_00366
INT_02780,USER_615,HOTEL_378,favourite,2025-08-22 17:59:27,SESSION_00714
INT_02781,USER_693,HOTEL_026,click,2025-06-05 02:11:58,SESSION_00634
INT_02782,USER_585,HOTEL_142,view,2025-06-29 10:33:06,SESSION_00703
INT_02783,USER_183,HOTEL_084,book,2025-06-15 13:08:49,SESSION_00946
INT_02784,USER_418,HOTEL_335,click,2025-07-26 11:32:51,SESSION_00814
INT_02785,USER_013,HOTEL_217,search,2025-07-09 17:29:10,SESSION_01538
INT_02786,USER_806,HOTEL_256,view,2025-08-14 15:10:59,SESSION_00581
INT_02787,USER_200,HOTEL_295,search,2025-07-08 04:44:06,SESSION_00329
INT_02788,USER_594,HOTEL_136,book,2025-07-18 00:10:11,SESSION_01530
INT_02789,USER_661,HOTEL_198,view,2025-06-27 21:02:50,SESSION_01119
INT_02790,USER_852,HOTEL_059,search,2025-07-10 13:05:47,SESSION_00869
INT_02791,USER_085,HOTEL_484,view,2025-06-18 22:42:49,SESSION_00017
INT_02792,USER_928,HOTEL_430,book,2025-06-12 11:55:32,SESSION_00214
INT_02793,USER_996,HOTEL_388,click,2025-07-14 02:56:17,SESSION_01248
INT_02794,USER_531,HOTEL_322,view,2025-08-23 20:45:46,SESSION_01149
INT_02795,USER_886,HOTEL_434,book,2025-06-16 14:08:26,SESSION_00148
INT_02796,USER_834,HOTEL_266,view,2025-08-10 23:59:38,SESSION_00437
INT_02797,USER_997,HOTEL_413,view,2025-06-19 12:14:14,SESSION_00489
INT_02798,USER_949,HOTEL_215,click,2025-09-02 10:28:51,SESSION_00697
INT_02799,USER_019,HOTEL_039,click,2025-06-20 03:55:49,SESSION_01407
INT_02800,USER_637,HOTEL_364,click,2025-08-06 18:15:42,SESSION_00040
INT_02801,USER_677,HOTEL_009,click,2025-08-31 15:29:15,SESSION_00760
INT_02802,USER_772,HOTEL_008,click,2025-06-26 14:08:41,SESSION_01633
INT_02803,USER_569,HOTEL_187,book,2025-07-09 02:16:28,SESSION_00347
INT_02804,USER_084,HOTEL_130,click,2025-08-31 20:48:09,SESSION_00038
INT_02805,USER_955,HOTEL_155,search,2025-08-01 22:42:25,SESSION_01606
INT_02806,USER_745,HOTEL_173,search,2025-09-02 19:46:22,SESSION_00962
INT_02807,USER_811,HOTEL_222,click,2025-07-16 11:20:30,SESSION_01421
INT_02808,USER_002,HOTEL_384,view,2025-07-08 06:13:46,SESSION_00741
INT_02809,USER_866,HOTEL_385,view,2025-08-11 16:15:32,SESSION_01374
INT_02810,USER_687,HOTEL_163,favourite,2025-07-15 14:32:42,SESSION_01043
INT_02811,USER_152,HOTEL_442,click,2025-08-15 03:04:23,SESSION_00270
INT_02812,USER_704,HOTEL_452,click,2025-07-10 19:02:28,SESSION_00407
INT_02813,USER_841,HOTEL_441,search,2025-06-15 22:40:43,SESSION_01152
INT_02814,USER_415,HOTEL_495,click,2025-06-21 12:30:40,SESSION_00706
INT_02815,USER_359,HOTEL_413,view,2025-07-16 17:24:38,SESSION_00218
INT_02816,USER_640,HOTEL_405,view,2025-08-30 05:52:48,SESSION_01045
INT_02817,USER_958,HOTEL_467,search,2025-06-30 01:14:10,SESSION_01031
INT_02818,USER_627,HOTEL_472,view,2025-06-12 03:53:41,SESSION_00585
INT_02819,USER_240,HOTEL_094,book,2025-08-04 00:36:06,SESSION_00553
INT_02820,USER_953,HOTEL_433,favourite,2025-07-05 22:33:04,SESSION_00269
INT_02821,USER_698,HOTEL_313,click,2025-08-04 18:33:47,SESSION_01105
INT_02822,USER_578,HOTEL_484,book,2025-06-19 06:20:58,SESSION_00420
INT_02823,USER_125,HOTEL_385,view,2025-06-22 01:27:21,SESSION_00031
INT_02824,USER_171,HOTEL_329,favourite,2025-06-15 17:24:26,SESSION_01311
INT_02825,USER_919,HOTEL_328,book,2025-08-03 12:41:15,SESSION_00457
INT_02826,USER_680,HOTEL_269,click,2025-07-24 02:04:39,SESSION_00638
INT_02827,USER_413,HOTEL_112,view,2025-07-04 15:34:08,SESSION_00172
INT_02828,USER_957,HOTEL_013,book,2025-06-09 06:47:07,SESSION_00709
INT_02829,USER_026,HOTEL_336,view,2025-06-15 05:27:38,SESSION_00614
INT_02830,USER_400,HOTEL_441,click,2025-08-16 17:03:45,SESSION_01468
INT_02831,USER_524,HOTEL_185,book,2025-07-12 03:06:56,SESSION_01650
INT_02832,USER_927,HOTEL_101,view,2025-08-15 07:01:19,SESSION_01302
INT_02833,USER_734,HOTEL_111,book,2025-08-04 14:34:12,SESSION_00244
INT_02834,USER_576,HOTEL_366,search,2025-06-13 13:59:39,SESSION_01042
INT_02835,USER_957,HOTEL_091,search,2025-06-12 03:58:49,SESSION_01103
INT_02836,USER_272,HOTEL_435,view,2025-07-16 04:59:18,SESSION_01381
INT_02837,USER_102,HOTEL_025,search,2025-08-31 12:20:21,SESSION_00973
INT_02838,USER_466,HOTEL_016,view,2025-08-04 01:02:03,SESSION_00899
INT_02839,USER_675,HOTEL_130,view,2025-07-18 05:18:22,SESSION_01088
INT_02840,USER_629,HOTEL_305,book,2025-06-22 01:23:00,SESSION_01403
INT_02841,USER_759,HOTEL_165,view,2025-08-11 14:08:47,SESSION_00645
INT_02842,USER_168,HOTEL_102,book,2025-07-18 20:42:43,SESSION_01568
INT_02843,USER_623,HOTEL_038,view,2025-07-19 21:03:44,SESSION_01623
INT_02844,USER_993,HOTEL_335,view,2025-08-25 06:20:45,SESSION_00406
INT_02845,USER_036,HOTEL_302,view,2025-09-01 06:51:58,SESSION_01239
INT_02846,USER_507,HOTEL_173,click,2025-08-22 15:50:54,SESSION_00508
INT_02847,USER_542,HOTEL_349,view,2025-08-20 17:46:27,SESSION_01530
INT_02848,USER_470,HOTEL_085,search,2025-09-02 01:36:39,SESSION_01156
INT_02849,USER_108,HOTEL_065,favourite,2025-08-26 08:50:32,SESSION_00037
INT_02850,USER_007,HOTEL_135,click,2025-06-14 12:12:15,SESSION_00169
INT_02851,USER_285,HOTEL_498,click,2025-08-15 04:42:25,SESSION_00064
INT_02852,USER_922,HOTEL_233,view,2025-07-15 11:23:06,SESSION_01089
INT_02853,USER_871,HOTEL_061,click,2025-08-04 17:42:40,SESSION_00424
INT_02854,USER_604,HOTEL_468,favourite,2025-08-06 23:46:55,SESSION_00911
INT_02855,USER_583,HOTEL_209,book,2025-08-02 09:24:31,SESSION_01250
INT_02856,USER_698,HOTEL_442,view,2025-08-26 04:59:31,SESSION_01597
INT_02857,USER_417,HOTEL_182,view,2025-06-30 22:38:07,SESSION_00824
INT_02858,USER_847,HOTEL_182,view,2025-07-14 17:16:25,SESSION_01357
INT_02859,USER_448,HOTEL_478,view,2025-06-07 08:28:28,SESSION_00166
INT_02860,USER_135,HOTEL_373,search,2025-08-13 04:17:20,SESSION_00263
INT_02861,USER_827,HOTEL_153,search,2025-06-20 11:44:11,SESSION_00643
INT_02862,USER_362,HOTEL_433,favourite,2025-06-26 10:20:32,SESSION_01347
INT_02863,USER_576,HOTEL_340,search,2025-06-13 18:45:51,SESSION_00245
INT_02864,USER_503,HOTEL_355,view,2025-07-28 19:59:12,SESSION_00339
INT_02865,USER_116,HOTEL_392,view,2025-08-14 23:37:56,SESSION_01002
INT_02866,USER_909,HOTEL_364,view,2025-08-20 03:48:12,SESSION_01252
INT_02867,USER_160,HOTEL_341,favourite,2025-06-16 19:53:55,SESSION_00558
INT_02868,USER_840,HOTEL_064,search,2025-08-31 02:13:39,SESSION_00670
INT_02869,USER_675,HOTEL_134,view,2025-06-21 23:01:30,SESSION_00789
INT_02870,USER_485,HOTEL_090,book,2025-07-20 09:52:56,SESSION_01533
INT_02871,USER_678,HOTEL_328,search,2025-07-25 03:38:23,SESSION_01619
INT_02872,USER_378,HOTEL_151,view,2025-07-23 16:12:22,SESSION_01010
INT_02873,USER_654,HOTEL_419,view,2025-06-21 19:34:45,SESSION_00806
INT_02874,USER_735,HOTEL_097,book,2025-08-30 16:15:32,SESSION_01339
INT_02875,USER_873,HOTEL_222,search,2025-07-08 19:57:33,SESSION_00010
INT_02876,USER_448,HOTEL_297,search,2025-08-06 08:42:46,SESSION_01020
INT_02877,USER_755,HOTEL_025,view,2025-07-08 02:40:51,SESSION_00303
INT_02878,USER_386,HOTEL_277,search,2025-06-25 01:29:02,SESSION_01534
INT_02879,USER_431,HOTEL_060,view,2025-06-12 07:25:22,SESSION_00821
INT_02880,USER_185,HOTEL_139,book,2025-08-12 23:58:03,SESSION_01372
INT_02881,USER_544,HOTEL_313,book,2025-07-26 20:20:43,SESSION_01545
INT_02882,USER_094,HOTEL_326,favourite,2025-08-27 13:46:38,SESSION_00315
INT_02883,USER_660,HOTEL_361,search,2025-07-23 05:17:43,SESSION_00698
INT_02884,USER_664,HOTEL_185,click,2025-07-18 13:00:32,SESSION_01646
INT_02885,USER_399,HOTEL_386,favourite,2025-08-30 09:21:04,SESSION_00883
INT_02886,USER_105,HOTEL_067,view,2025-07-11 22:06:15,SESSION_00902
INT_02887,USER_126,HOTEL_143,book,2025-06-11 05:56:24,SESSION_01577
INT_02888,USER_008,HOTEL_124,book,2025-06-18 08:30:00,SESSION_01306
INT_02889,USER_844,HOTEL_206,click,2025-08-09 20:44:12,SESSION_00043
INT_02890,USER_965,HOTEL_213,view,2025-07-31 17:26:59,SESSION_01555
INT_02891,USER_019,HOTEL_424,view,2025-07-31 12:23:33,SESSION_00661
INT_02892,USER_486,HOTEL_457,view,2025-06-07 23:35:46,SESSION_01405
INT_02893,USER_085,HOTEL_287,book,2025-08-26 20:33:28,SESSION_01517
INT_02894,USER_773,HOTEL_019,book,2025-06-11 18:59:23,SESSION_01414
INT_02895,USER_169,HOTEL_394,view,2025-08-03 13:41:10,SESSION_00857
INT_02896,USER_483,HOTEL_104,book,2025-07-29 09:27:20,SESSION_01056
INT_02897,USER_381,HOTEL_169,view,2025-08-24 08:03:50,SESSION_00809
INT_02898,USER_812,HOTEL_267,book,2025-08-31 22:34:37,SESSION_00708
INT_02899,USER_925,HOTEL_208,search,2025-08-14 09:02:09,SESSION_00137
INT_02900,USER_626,HOTEL_232,search,2025-08-30 13:26:39,SESSION_00465
INT_02901,USER_923,HOTEL_448,favourite,2025-06-05 19:50:56,SESSION_01561
INT_02902,USER_794,HOTEL_289,click,2025-06-16 18:14:58,SESSION_01342
INT_02903,USER_245,HOTEL_040,search,2025-07-09 11:05:17,SESSION_00818
INT_02904,USER_844,HOTEL_092,view,2025-08-20 02:05:44,SESSION_01024
INT_02905,USER_083,HOTEL_359,view,2025-06-14 18:50:23,SESSION_00890
INT_02906,USER_249,HOTEL_040,view,2025-07-18 00:41:42,SESSION_01321
INT_02907,USER_946,HOTEL_112,click,2025-08-22 08:05:22,SESSION_01613
INT_02908,USER_347,HOTEL_369,view,2025-06-29 01:49:51,SESSION_00386
INT_02909,USER_572,HOTEL_213,view,2025-08-08 04:07:33,SESSION_00807
INT_02910,USER_248,HOTEL_142,click,2025-06-13 04:04:59,SESSION_00617
INT_02911,USER_303,HOTEL_028,view,2025-07-22 13:09:58,SESSION_01095
INT_02912,USER_055,HOTEL_205,view,2025-06-17 05:25:54,SESSION_01427
INT_02913,USER_784,HOTEL_132,favourite,2025-06-16 05:32:08,SESSION_00981
INT_02914,USER_173,HOTEL_301,search,2025-07-12 04:10:13,SESSION_00046
INT_02915,USER_652,HOTEL_190,view,2025-06-22 00:28:44,SESSION_01105
INT_02916,USER_593,HOTEL_453,view,2025-06-19 16:44:01,SESSION_01138
INT_02917,USER_800,HOTEL_383,search,2025-07-27 10:46:33,SESSION_00782
INT_02918,USER_107,HOTEL_398,book,2025-08-04 04:01:02,SESSION_01419
INT_02919,USER_003,HOTEL_355,view,2025-06-06 19:40:23,SESSION_01321
INT_02920,USER_609,HOTEL_078,click,2025-08-15 21:42:15,SESSION_00099
INT_02921,USER_394,HOTEL_140,search,2025-09-02 04:53:35,SESSION_00682
INT_02922,USER_664,HOTEL_074,view,2025-08-26 08:15:49,SESSION_00434
INT_02923,USER_571,HOTEL_466,book,2025-06-21 08:42:20,SESSION_01163
INT_02924,USER_267,HOTEL_219,book,2025-07-04 03:10:27,SESSION_00954
INT_02925,USER_157,HOTEL_404,view,2025-08-01 18:02:47,SESSION_01484
INT_02926,USER_584,HOTEL_254,view,2025-07-29 07:52:05,SESSION_01230
INT_02927,USER_784,HOTEL_428,search,2025-07-25 20:13:23,SESSION_01406
INT_02928,USER_912,HOTEL_257,search,2025-08-13 12:35:07,SESSION_00979
INT_02929,USER_320,HOTEL_419,view,2025-07-17 17:10:26,SESSION_00720
INT_02930,USER_010,HOTEL_120,view,2025-07-29 12:39:44,SESSION_01423
INT_02931,USER_035,HOTEL_118,book,2025-06-07 23:53:37,SESSION_00446
INT_02932,USER_366,HOTEL_262,search,2025-06-18 21:07:59,SESSION_01045
INT_02933,USER_065,HOTEL_213,search,2025-07-04 05:22:59,SESSION_00647
INT_02934,USER_063,HOTEL_005,click,2025-06-30 04:28:36,SESSION_00583
INT_02935,USER_417,HOTEL_314,search,2025-08-07 09:36:56,SESSION_00897
INT_02936,USER_999,HOTEL_203,view,2025-07-02 14:31:31,SESSION_01500
INT_02937,USER_604,HOTEL_085,favourite,2025-06-23 05:26:22,SESSION_01169
INT_02938,USER_314,HOTEL_152,click,2025-06-27 19:30:53,SESSION_00467
INT_02939,USER_607,HOTEL_174,view,2025-06-09 01:01:58,SESSION_01181
INT_02940,USER_810,HOTEL_145,click,2025-06-20 01:42:48,SESSION_00961
INT_02941,USER_967,HOTEL_346,view,2025-07-26 06:30:51,SESSION_00870
INT_02942,USER_777,HOTEL_183,view,2025-07-28 11:07:42,SESSION_00309
INT_02943,USER_417,HOTEL_048,book,2025-08-31 03:26:43,SESSION_00151
INT_02944,USER_611,HOTEL_226,book,2025-08-23 04:25:27,SESSION_01513
INT_02945,USER_450,HOTEL_496,favourite,2025-07-06 11:36:19,SESSION_00582
INT_02946,USER_644,HOTEL_161,search,2025-06-06 23:51:52,SESSION_00581
INT_02947,USER_994,HOTEL_209,view,2025-08-17 09:57:39,SESSION_01125
INT_02948,USER_354,HOTEL_254,favourite,2025-08-14 19:34:06,SESSION_01589
INT_02949,USER_341,HOTEL_132,favourite,2025-06-22 02:00:22,SESSION_01514
INT_02950,USER_732,HOTEL_025,view,2025-07-04 17:48:08,SESSION_01198
INT_02951,USER_597,HOTEL_235,search,2025-08-19 10:28:21,SESSION_00182
INT_02952,USER_850,HOTEL_274,click,2025-07-17 18:03:34,SESSION_00733
INT_02953,USER_731,HOTEL_429,view,2025-08-13 15:59:40,SESSION_00142
INT_02954,USER_432,HOTEL_058,search,2025-08-26 16:58:44,SESSION_00987
INT_02955,USER_591,HOTEL_198,book,2025-08-03 09:14:15,SESSION_01089
INT_02956,USER_263,HOTEL_300,click,2025-06-20 21:30:11,SESSION_01079
INT_02957,USER_262,HOTEL_300,click,2025-06-22 19:09:02,SESSION_01211
INT_02958,USER_613,HOTEL_061,view,2025-06-30 07:30:28,SESSION_00184
INT_02959,USER_520,HOTEL_455,click,2025-07-24 02:19:30,SESSION_00012
INT_02960,USER_376,HOTEL_422,view,2025-07-04 03:31:03,SESSION_01092
INT_02961,USER_600,HOTEL_325,view,2025-06-27 22:33:25,SESSION_00405
INT_02962,USER_317,HOTEL_229,view,2025-06-15 03:49:48,SESSION_00336
INT_02963,USER_872,HOTEL_106,click,2025-06-12 22:47:25,SESSION_00130
INT_02964,USER_116,HOTEL_079,click,2025-08-21 20:32:37,SESSION_01188
INT_02965,USER_618,HOTEL_269,favourite,2025-08-24 17:46:44,SESSION_00158
INT_02966,USER_349,HOTEL_241,view,2025-07-11 23:17:15,SESSION_01401
INT_02967,USER_874,HOTEL_455,search,2025-07-09 12:05:19,SESSION_00895
INT_02968,USER_244,HOTEL_361,click,2025-07-24 06:46:16,SESSION_01497
INT_02969,USER_061,HOTEL_174,book,2025-06-15 22:25:13,SESSION_00778
INT_02970,USER_063,HOTEL_382,view,2025-06-22 10:01:59,SESSION_01532
INT_02971,USER_577,HOTEL_475,favourite,2025-07-04 19:03:50,SESSION_00510
INT_02972,USER_692,HOTEL_125,click,2025-07-20 09:56:33,SESSION_00910
INT_02973,USER_231,HOTEL_325,search,2025-08-12 15:32:41,SESSION_01359
INT_02974,USER_617,HOTEL_493,favourite,2025-06-23 02:13:43,SESSION_00864
INT_02975,USER_880,HOTEL_186,view,2025-08-17 23:54:31,SESSION_00163
INT_02976,USER_787,HOTEL_264,favourite,2025-07-14 22:25:23,SESSION_01051
INT_02977,USER_556,HOTEL_247,click,2025-07-20 22:47:26,SESSION_01441
INT_02978,USER_935,HOTEL_428,click,2025-06-16 22:18:58,SESSION_00869
INT_02979,USER_490,HOTEL_117,view,2025-07-18 09:10:58,SESSION_00528
INT_02980,USER_663,HOTEL_075,view,2025-07-02 17:58:02,SESSION_00106
INT_02981,USER_696,HOTEL_303,view,2025-07-09 14:18:15,SESSION_01510
INT_02982,USER_952,HOTEL_414,view,2025-07-19 02:10:03,SESSION_00816
INT_02983,USER_489,HOTEL_008,view,2025-08-08 22:50:57,SESSION_00382
INT_02984,USER_165,HOTEL_487,click,2025-08-03 16:03:00,SESSION_01566
INT_02985,USER_658,HOTEL_370,click,2025-07-05 21:19:30,SESSION_01415
INT_02986,USER_595,HOTEL_363,view,2025-06-10 09:05:56,SESSION_01048
INT_02987,USER_395,HOTEL_027,click,2025-08-10 00:43:17,SESSION_00217
INT_02988,USER_642,HOTEL_076,view,2025-06-30 07:12:04,SESSION_00617
INT_02989,USER_606,HOTEL_390,view,2025-06-21 01:15:36,SESSION_00093
INT_02990,USER_682,HOTEL_336,view,2025-08-31 16:49:58,SESSION_01517
INT_02991,USER_719,HOTEL_201,click,2025-09-02 01:17:03,SESSION_00708
INT_02992,USER_496,HOTEL_458,search,2025-06-12 08:28:37,SESSION_00009
INT_02993,USER_905,HOTEL_199,book,2025-07-05 17:49:41,SESSION_00337
INT_02994,USER_561,HOTEL_357,click,2025-08-26 11:36:59,SESSION_00428
INT_02995,USER_520,HOTEL_193,click,2025-08-17 08:07:37,SESSION_00105
INT_02996,USER_336,HOTEL_226,click,2025-07-11 02:11:18,SESSION_01350
INT_02997,USER_864,HOTEL_367,view,2025-06-20 08:36:22,SESSION_00996
INT_02998,USER_575,HOTEL_151,book,2025-06-29 16:05:59,SESSION_01044
INT_02999,USER_462,HOTEL_247,book,2025-06-07 11:38:25,SESSION_00851
INT_03000,USER_677,HOTEL_095,search,2025-07-31 09:15:27,SESSION_01152
INT_03001,USER_109,HOTEL_343,view,2025-08-17 18:07:21,SESSION_00725
INT_03002,USER_655,HOTEL_154,view,2025-06-24 10:50:02,SESSION_00522
INT_03003,USER_691,HOTEL_290,search,2025-07-25 03:13:02,SESSION_00469
INT_03004,USER_455,HOTEL_029,book,2025-06-24 18:03:34,SESSION_00773
INT_03005,USER_842,HOTEL_231,click,2025-08-21 02:28:15,SESSION_00333
INT_03006,USER_159,HOTEL_175,click,2025-07-06 10:21:04,SESSION_00163
INT_03007,USER_798,HOTEL_217,search,2025-08-24 13:58:49,SESSION_01027
INT_03008,USER_244,HOTEL_098,favourite,2025-06-26 13:41:42,SESSION_00417
INT_03009,USER_541,HOTEL_341,view,2025-08-21 03:58:55,SESSION_01038
INT_03010,USER_872,HOTEL_155,search,2025-07-10 21:39:14,SESSION_00036
INT_03011,USER_017,HOTEL_253,click,2025-06-25 03:36:52,SESSION_00899
INT_03012,USER_743,HOTEL_342,search,2025-06-06 00:51:23,SESSION_00912
INT_03013,USER_373,HOTEL_469,book,2025-08-15 00:54:36,SESSION_00495
INT_03014,USER_457,HOTEL_385,view,2025-07-08 02:42:14,SESSION_01070
INT_03015,USER_833,HOTEL_314,click,2025-09-02 21:23:00,SESSION_00600
INT_03016,USER_529,HOTEL_291,click,2025-06-17 04:24:28,SESSION_01322
INT_03017,USER_100,HOTEL_477,view,2025-07-10 21:15:40,SESSION_00088
INT_03018,USER_186,HOTEL_176,view,2025-07-18 22:57:37,SESSION_01264
INT_03019,USER_541,HOTEL_042,view,2025-06-10 01:55:39,SESSION_00874
INT_03020,USER_450,HOTEL_001,click,2025-07-11 11:33:45,SESSION_00723
INT_03021,USER_060,HOTEL_345,click,2025-08-31 07:25:27,SESSION_00486
INT_03022,USER_592,HOTEL_326,favourite,2025-06-11 23:42:15,SESSION_01347
INT_03023,USER_249,HOTEL_261,view,2025-08-10 21:53:03,SESSION_00975
INT_03024,USER_625,HOTEL_007,book,2025-06-09 02:05:20,SESSION_00343
INT_03025,USER_523,HOTEL_381,view,2025-07-15 09:28:21,SESSION_00469
INT_03026,USER_391,HOTEL_485,search,2025-06-09 06:00:39,SESSION_01485
INT_03027,USER_331,HOTEL_443,favourite,2025-07-28 01:47:56,SESSION_00135
INT_03028,USER_699,HOTEL_156,view,2025-07-10 09:42:40,SESSION_01254
INT_03029,USER_097,HOTEL_459,search,2025-08-27 10:34:11,SESSION_01503
INT_03030,USER_846,HOTEL_433,favourite,2025-08-04 14:52:58,SESSION_00657
INT_03031,USER_203,HOTEL_167,view,2025-06-20 16:00:43,SESSION_01175
INT_03032,USER_240,HOTEL_381,click,2025-06-07 09:36:24,SESSION_00781
INT_03033,USER_597,HOTEL_180,click,2025-08-04 01:24:12,SESSION_01612
INT_03034,USER_921,HOTEL_146,view,2025-08-05 03:31:54,SESSION_01469
INT_03035,USER_232,HOTEL_342,click,2025-07-17 21:51:11,SESSION_01489
INT_03036,USER_847,HOTEL_018,view,2025-06-25 09:02:47,SESSION_01339
INT_03037,USER_083,HOTEL_351,search,2025-07-26 06:30:56,SESSION_01079
INT_03038,USER_464,HOTEL_061,search,2025-08-02 01:04:28,SESSION_00517
INT_03039,USER_103,HOTEL_383,favourite,2025-08-02 04:14:10,SESSION_01622
INT_03040,USER_186,HOTEL_196,view,2025-07-14 10:56:31,SESSION_00585
INT_03041,USER_031,HOTEL_456,view,2025-08-21 21:09:46,SESSION_00412
INT_03042,USER_551,HOTEL_145,view,2025-08-17 14:55:28,SESSION_00080
INT_03043,USER_556,HOTEL_393,search,2025-07-19 20:21:13,SESSION_01129
INT_03044,USER_444,HOTEL_269,view,2025-07-31 04:36:09,SESSION_00047
INT_03045,USER_621,HOTEL_103,book,2025-08-08 19:33:50,SESSION_01524
INT_03046,USER_090,HOTEL_005,click,2025-06-12 08:45:55,SESSION_01164
INT_03047,USER_932,HOTEL_495,view,2025-06-28 15:13:11,SESSION_01069
INT_03048,USER_383,HOTEL_264,book,2025-07-18 20:47:23,SESSION_00047
INT_03049,USER_050,HOTEL_469,view,2025-07-04 10:22:43,SESSION_01040
INT_03050,USER_482,HOTEL_187,view,2025-07-22 15:31:08,SESSION_01030
INT_03051,USER_373,HOTEL_461,click,2025-08-30 12:13:16,SESSION_00088
INT_03052,USER_189,HOTEL_277,click,2025-07-13 16:58:53,SESSION_01589
INT_03053,USER_011,HOTEL_144,search,2025-08-29 03:52:05,SESSION_01538
INT_03054,USER_507,HOTEL_438,view,2025-06-26 11:07:32,SESSION_01026
INT_03055,USER_727,HOTEL_328,view,2025-07-23 11:54:30,SESSION_00665
INT_03056,USER_220,HOTEL_309,view,2025-06-14 04:07:30,SESSION_00376
INT_03057,USER_213,HOTEL_319,favourite,2025-07-26 19:48:26,SESSION_00498
INT_03058,USER_348,HOTEL_001,click,2025-06-30 13:55:51,SESSION_00527
INT_03059,USER_848,HOTEL_384,click,2025-08-14 16:08:13,SESSION_00752
INT_03060,USER_301,HOTEL_161,view,2025-06-11 22:39:38,SESSION_00454
INT_03061,USER_231,HOTEL_119,favourite,2025-06-28 17:32:33,SESSION_01149
INT_03062,USER_031,HOTEL_463,view,2025-06-22 16:57:25,SESSION_00483
INT_03063,USER_961,HOTEL_286,click,2025-08-23 21:11:48,SESSION_01061
INT_03064,USER_316,HOTEL_345,view,2025-08-25 05:21:03,SESSION_00986
INT_03065,USER_566,HOTEL_437,click,2025-06-25 05:24:52,SESSION_00350
INT_03066,USER_656,HOTEL_377,book,2025-08-08 06:56:48,SESSION_00558
INT_03067,USER_910,HOTEL_151,view,2025-08-15 01:04:12,SESSION_00902
