hotel_id,city_id,hotel_name,rating,price_band,tags,popularity_score
HOTEL_428,CITY_015,Boutique Crown Hotel,3.0,budget,"Massage,Economy,Waterfront,Ski In Ski Out,Rooftop Bar",57
HOTEL_429,CITY_022,Panorama Royal Hotel,3.0,luxury,"Budget,Bike Rental,Meeting Rooms,Coffee Maker",-20
HOTEL_430,CITY_025,Grand Plaza Resort,4.0,budget,"Ski In Ski Out,Airport Nearby,Mountain View",179
HOTEL_431,CITY_017,Waterfront Elite Hotel,3.0,luxury,"Quiet Area,Beachfront,Waterfront,Historic District",139
HOTEL_432,CITY_044,Vista Royal Hotel,4.0,mid,"Tennis Court,Accessible,Water Sports,Mini Bar",75
HOTEL_433,CITY_027,Sunset Plaza Resort,1.5,mid,"Extended Stay,Bike Rental,Game Room,Water Sports,Air Conditioning,Quiet Area",192
HOTEL_434,CITY_040,Marina Crown Hotel,2.0,mid,"Suite Hotel,Luxury,Safe,Smart TV,Fax Service,Library",45
HOTEL_435,CITY_011,Luxury Royal Resort,3.0,budget,"Terrace,Business Lounge,Phone,Smoking Allowed,Outdoor Activities",101
HOTEL_436,CITY_033,Riverside Plaza Hotel,4.0,luxury,"Ski In Ski Out,24 Hour Dining,Train Station Nearby,Ticket Service",126
HOTEL_437,CITY_014,Downtown Crown Resort,2.5,mid,"Inn,In-Room Dining,Terrace Dining,Free WiFi",51
HOTEL_438,CITY_036,Artisan Royal Resort,3.5,mid,"Safe,Heated Pool,Library",38
HOTEL_439,CITY_014,Imperial Plaza Resort,4.5,budget,"Business Center,Extended Stay,Premium,Breakfast Included,Beach Service,Lodge",104
HOTEL_440,CITY_014,Nature Crown Resort,2.0,luxury,"Continental Breakfast,Lodge,Hot Tub",15
HOTEL_441,CITY_022,Sunset Royal Resort,4.5,budget,"Balcony,Babysitting,Golf Course,24 Hour Dining,USB Charging",963
HOTEL_442,CITY_004,Sunset Elite Suites,3.0,luxury,"Connecting Rooms,Budget,Balcony,Air Conditioning,Terrace",40
HOTEL_443,CITY_014,Sunset Royal Resort,3.5,luxury,"High Speed Internet,Dry Cleaning,Full Board,Room Service",40
HOTEL_444,CITY_036,Green Royal Resort,2.5,luxury,"Pet Friendly,Family Rooms,Bike Rental,Tennis Court,Quiet Area,Economy",970
HOTEL_445,CITY_010,Palm Heights Hotel,4.0,mid,"Ocean View,Water Sports,Smart TV,All Inclusive,4 Star,Work Desk",59
HOTEL_446,CITY_010,Commerce Heights Hotel,4.0,budget,"Meditation Area,Hostel,Secretarial Services,Restaurant,Business Hotel,Half Board",-8
HOTEL_447,CITY_009,Seaside Royal Resort,3.5,mid,"Laundry Service,Spa Services,Valet Parking",47
HOTEL_448,CITY_027,Professional Heights Resort,5.0,mid,"Connecting Rooms,Resort,Terrace,Playground,Motel,Heating",64
HOTEL_449,CITY_007,Skyline Heights Resort,3.0,mid,"Room Service,Terrace Dining,Airport Transfer,Early Check In,Ocean View,Kitchenette",472
HOTEL_450,CITY_024,Lakeside Royal Suites,3.5,luxury,"Continental Breakfast,Room Service,Budget",61
HOTEL_451,CITY_038,Artisan Heights Hotel,3.0,mid,"Heating,Room Service,Minibar,Heated Pool,Kids Club,Beach Access",101
HOTEL_452,CITY_019,Grand Executive Suites,2.5,luxury,"Private Bathroom,Continental Breakfast,Indoor Pool,Heated Pool,Kids Club,Boutique Hotel",48
HOTEL_453,CITY_025,Imperial Crown Hotel,4.5,mid,"Kitchenette,Golf Course,Sauna,Business Lounge",-27
HOTEL_454,CITY_023,Grand Heights Hotel,4.0,luxury,"Refrigerator,Cable TV,Restaurant,Ticket Service,Bike Rental,USB Charging",11
HOTEL_455,CITY_002,Commerce Royal Hotel,4.0,mid,"Fitness Center,Budget,Train Station Nearby",156
HOTEL_456,CITY_010,Luxury Royal Resort,3.5,budget,"Work Desk,5 Star,Lodge,Free WiFi,Water Sports",54
HOTEL_457,CITY_020,Sunrise Elite Hotel,3.0,budget,"Luxury,Playground,Continental Breakfast,Minibar,Business Hotel",3
HOTEL_458,CITY_047,Marina Crown Hotel,3.0,budget,"Minibar,City View,USB Charging,Presentation Equipment,Bluetooth Speaker,Heated Pool",22
HOTEL_459,CITY_040,Park Plaza Resort,2.5,luxury,"Balcony,Restaurant,Suite Hotel,Steam Room,Golf Course",154
HOTEL_460,CITY_036,Luxury Royal Resort,4.5,luxury,"Balcony,Valet Parking,Executive Floor",25
HOTEL_461,CITY_008,Royal Central Resort,3.0,budget,"Scenic Location,Printing Services,Restaurant,Ticket Service,Spa Services",28
HOTEL_462,CITY_006,Stylish Royal Resort,3.5,luxury,"Mini Bar,Car Rental,City Center,Shared Bathroom",58
HOTEL_463,CITY_034,Garden Crown Resort,4.0,budget,"Meditation Area,Business Hotel,Premium,Steam Room,Mid-Range",17
HOTEL_464,CITY_010,Dawn Heights Resort,4.5,mid,"Fireplace,Mini Bar,Outdoor Pool",-12
HOTEL_465,CITY_003,Ridge Crown Hotel,4.0,luxury,"Jacuzzi,Buffet,Child Friendly,Meditation Area,Smoking Allowed",466
HOTEL_466,CITY_006,Mountain Crown Resort,3.0,luxury,"Deluxe,Valet Parking,Game Room,Outdoor Pool,Beach Service",34
HOTEL_467,CITY_021,Summit Heights Resort,3.0,mid,"Printing Services,Late Check Out,Balcony,Shopping District,5 Star,Tennis Court",20
HOTEL_468,CITY_032,Mountain Royal Hotel,1.5,luxury,"Heating,Business Center,Game Room,All Inclusive",-21
HOTEL_469,CITY_044,Luxury Heights Hotel,5.0,budget,"Water Sports,All Inclusive,Extended Stay,Ocean View,Beach Service",12
HOTEL_470,CITY_015,Oasis Heights Resort,4.0,luxury,"Non Smoking,Wellness Center,Bluetooth Speaker",21
HOTEL_471,CITY_033,Green Royal Resort,3.5,budget,"Restaurant,Financial District,Refrigerator,Yoga Classes",55
HOTEL_472,CITY_044,Boutique Plaza Hotel,3.0,budget,"Boardroom,Historic District,Financial District,Airport Transfer,Safe",30
HOTEL_473,CITY_002,Lakeside Crown Hotel,4.0,budget,"All Inclusive,A la Carte,City View",36
HOTEL_474,CITY_030,Downtown Plaza Hotel,3.5,budget,"Air Conditioning,Phone,Connecting Rooms,Garden View,Game Room",152
HOTEL_475,CITY_021,Mirage Heights Resort,3.0,luxury,"Fireplace,Executive Floor,Business Hotel,Room Service,Pool Service,Child Friendly",67
HOTEL_476,CITY_011,Vista Crown Hotel,3.5,budget,"Garden View,Car Rental,Pool Bar",46
HOTEL_477,CITY_036,Seaside Heights Resort,3.0,luxury,"Meditation Area,High Speed Internet,Private Bathroom,Translation Services,Airport Transfer,Airport Nearby",85
HOTEL_478,CITY_002,Prestige Royal Hotel,3.5,luxury,"Steam Room,Fax Service,Terrace,Pet Friendly,Fitness Center,Wellness Center",71
HOTEL_479,CITY_001,Central Royal Resort,2.0,mid,"Standard,3 Star,Mid-Range,Tour Desk,Pet Friendly,Fax Service",-2
HOTEL_480,CITY_004,Ridge Crown Hotel,2.5,luxury,"Car Rental,Terrace Dining,Standard,Bluetooth Speaker,Kitchenette,Non Smoking",4
HOTEL_481,CITY_002,Waterfront Plaza Hotel,3.0,mid,"Business Center,Meditation Area,Pool Bar,Beach Access,Inn,All Inclusive",96
HOTEL_482,CITY_031,Summit Crown Hotel,3.5,budget,"All Inclusive,Tour Desk,Historic District,Golf Course,Accessible,Deluxe",64
HOTEL_483,CITY_026,Downtown Heights Hotel,3.0,budget,"Playground,Printing Services,Laundry Service,Continental Breakfast,Valet Parking",18
HOTEL_484,CITY_011,Sunrise Crown Resort,3.5,mid,"Conference Facilities,Laundry Service,Cable TV,Late Check Out,Beachfront,Half Board",-12
HOTEL_485,CITY_021,Sunrise Heights Hotel,3.0,luxury,"Hostel,Financial District,Water Sports,Hot Tub,Bar",80
HOTEL_486,CITY_004,Skyline Central Hotel,2.5,budget,"Buffet,Luxury,Terrace Dining",31
HOTEL_487,CITY_005,Park Plaza Resort,3.5,mid,"24 Hour Dining,Babysitting,Airport Nearby,Printing Services,Waterfront",89
HOTEL_488,CITY_014,Dune Heights Hotel,3.5,mid,"Dry Cleaning,Air Conditioning,Indoor Activities",39
HOTEL_489,CITY_036,Regal Plaza Hotel,4.0,budget,"Balcony,Kitchenette,Indoor Pool,Breakfast Included,Non Smoking",312
HOTEL_490,CITY_036,Artisan Heights Hotel,4.5,budget,"Translation Services,3 Star,All Inclusive,Motel,Jacuzzi",-11
HOTEL_491,CITY_046,Horizon Heights Hotel,5.0,luxury,"Business Hotel,Minibar,City View,Fitness Center,Non Smoking,Shared Bathroom",74
HOTEL_492,CITY_047,Beach Heights Resort,4.5,luxury,"Steam Room,Kids Club,Heated Pool,Game Room,Refrigerator,Early Check In",1039
HOTEL_493,CITY_048,Peak Crown Resort,3.0,luxury,"Beach Service,In-Room Dining,Golf Course,Ticket Service,Accessible",82
HOTEL_494,CITY_050,Supreme Heights Hotel,4.0,budget,"Standard,Spa,Scenic Location",68
HOTEL_495,CITY_033,Paradise Royal Hotel,4.5,mid,"Pool Bar,Hotel,Garden,Terrace,Buffet,Waterfront",27
HOTEL_496,CITY_037,Vista Plaza Resort,4.5,budget,"Smoking Allowed,Terrace,Steam Room,Safe,Half Board,Accessible",134
HOTEL_497,CITY_045,Tropical Crown Resort,3.0,budget,"Garden,Buffet,Balcony,Child Friendly,Jacuzzi",21
HOTEL_498,CITY_036,Central Plaza Resort,3.5,mid,"Smart TV,Fax Service,Resort,Heating,Business Hotel",35
HOTEL_499,CITY_042,Skyline Heights Resort,2.5,mid,"Pool Bar,Ocean View,Executive Floor,Economy,Boutique Hotel,Bike Rental",42
HOTEL_500,CITY_034,Royal Plaza Hotel,4.5,budget,"Waterfront,Garden,Business Center,Spa,Valet Parking",56
